25/02 16:02:00 FINE sim.Admin|Log for simulation 215 started
25/02 16:03:06 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN)
25/02 16:03:06 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN)
25/02 16:03:06 INFO agents.DemandAgent|Day 6 :Got AdNetBidMessage from adv2 : UCS Bid: 0.0 Cmp ID: 2138657770 Cmp Bid: 284
25/02 16:03:06 INFO agents.DemandAgent|Day 6 :Got AdNetBidMessage from adv1 : UCS Bid: 0.09098322934996261 Cmp ID: 2138657770 Cmp Bid: 1
25/02 16:03:06 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN)
25/02 16:03:06 INFO agents.DemandAgent|Day 6 :Got AdNetBidMessage from adv5 : UCS Bid: 0.0 Cmp ID: 2138657770 Cmp Bid: 267
25/02 16:03:06 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN)
25/02 16:03:06 INFO agents.DemandAgent|Day 6 :Got AdNetBidMessage from adv4 : UCS Bid: 0.0 Cmp ID: 2138657770 Cmp Bid: 276
25/02 16:03:06 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN)
25/02 16:03:06 INFO agents.DemandAgent|Day 6 :Got AdNetBidMessage from adv7 : UCS Bid: 0.0 Cmp ID: 2138657770 Cmp Bid: 280
25/02 16:03:06 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN)
25/02 16:03:06 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0654, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0, dailyLimit=0.157930030437755 , weight=0] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0, dailyLimit=0.1045 , weight=2500] BidEntry [ad=(Ad generic:true product:null), bid=0.0816, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0816, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0816, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0816, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0816, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0816, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0816, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0816, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0816, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0816, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0816, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0816, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0816, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0816, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0816, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0816, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0816, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0816, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0816, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0816, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0816, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0816, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0816, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0816, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0816, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0816, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0816, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0816, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0816, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0816, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0816, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0816, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0816, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0816, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0816, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0816, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0, dailyLimit=0.1857093048529455 , weight=0] BidEntry [ad=(Ad generic:true product:null), bid=0.0522, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0522, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0522, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0522, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0522, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0522, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0522, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0522, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0522, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0522, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0522, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0522, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0522, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0522, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0522, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0522, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0522, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0522, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0522, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0522, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0522, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0522, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0522, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0522, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0522, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0522, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0522, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0522, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0522, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0522, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0522, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0522, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0522, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0522, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0522, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0522, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0, dailyLimit=0.1305 , weight=2500] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0334, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0, dailyLimit=0.167 , weight=5000])
25/02 16:03:10 INFO sim.Simulation|***** START OF TIME 7 *****
25/02 16:03:10 INFO demand.CampaignImpl|Campaign 594754518 Tomorrows limits: 0.157930030437755, 0
25/02 16:03:10 INFO demand.CampaignImpl|Campaign 1996862364 Tomorrows limits: 0.1045, 2500
25/02 16:03:10 INFO demand.CampaignImpl|Campaign 21845470 Tomorrows limits: 0.1857093048529455, 0
25/02 16:03:10 INFO demand.CampaignImpl|Campaign 1733217084 Tomorrows limits: 0.1305, 2500
25/02 16:03:10 INFO demand.CampaignImpl|Campaign 1793450848 Tomorrows limits: 0.167, 5000
25/02 16:03:10 INFO agents.DemandAgent|Day 7 : Auction pending campaign: CampaignImpl [qualityManager=tau.tac.adx.demand.QualityManagerImpl@2206270b, id=2138657770, reachImps=10000, dayStart=8, dayEnd=17, targetSegment=[FEMALE, OLD], videoCoef=2.0, mobileCoef=1.5, advertisersBids={adv7=280, DummyAdnetwork=8304, adv5=267, adv6=268, adv3=274, adv4=276, adv2=284, adv1=1}, budget=null, advertiser=null, day=8, todays=CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0], totals=CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0], dayStats={}]
25/02 16:03:10 FINE adx.AdxManager|tau.tac.adx.messages.CampaignNotification@3fd050db
25/02 16:03:10 INFO demand.CampaignImpl|Campaign 1677170384 ended for advertiser adv1. Stats CampaignStats [tartgetedImps=6255.5, otherImps=9189.0, cost=0.0213705611501464] Reach 5000 ERR 1.159972390060499 Budget 0.511 Revenue 0.592745891320915
25/02 16:03:10 INFO agents.DemandAgent|Day 7 :Reporting auction results...CampaignImpl [qualityManager=tau.tac.adx.demand.QualityManagerImpl@2206270b, id=2138657770, reachImps=10000, dayStart=8, dayEnd=17, targetSegment=[FEMALE, OLD], videoCoef=2.0, mobileCoef=1.5, advertisersBids={adv7=280, DummyAdnetwork=8304, adv5=267, adv6=268, adv3=274, adv4=276, adv2=284, adv1=1}, budget=0.26709086338470533, advertiser=adv1, day=7, todays=CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0], totals=CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0], dayStats={8=CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0]}]
25/02 16:03:10 INFO agents.DemandAgent|Day 7 :Notifying new campaign opportunity..
25/02 16:03:10 INFO agents.DemandAgent|Day 7 :Campaign limit expired Impressed while over limit: 21845470, limit was: 0, 0.1857093048529455 value is: 1.5, 3.357109084808113E-7
25/02 16:03:10 INFO agents.DemandAgent|Day 7 : Campaign limit expired Impressed while over limit: 21845470
25/02 16:03:10 INFO agents.DemandAgent|Day 7 :Campaign limit expired Impressed while over limit: 1733217084, limit was: 2500, 0.1305 value is: 2501.0, 0.003595274144660461
25/02 16:03:10 INFO agents.DemandAgent|Day 7 : Campaign limit expired Impressed while over limit: 1733217084
25/02 16:03:10 INFO agents.DemandAgent|Day 7 :Campaign limit expired Impressed while over limit: 1996862364, limit was: 2500, 0.1045 value is: 2501.5, 0.010235480509940123
25/02 16:03:10 INFO agents.DemandAgent|Day 7 : Campaign limit expired Impressed while over limit: 1996862364
25/02 16:03:13 INFO sim.Simulation|***** START OF TIME 7 COMPLETE *****
25/02 16:03:13 INFO agents.SampleAdNetwork|Day 7 :BankStatus[-0.414730]
25/02 16:03:13 INFO agents.SampleAdNetwork|Day 7: Daily notification for campaign 2138657770
25/02 16:03:13 INFO agents.SampleAdNetwork|Day 7:  allocated to adv1. UCS Level set to 0.9 at price 0.0 Qualit Score is: 0.4
25/02 16:03:13 INFO agents.SampleAdNetwork|Day 7: Campaign opportunity - Campaign ID 90995352: day 9 to 13  MALE YOUNG, reach: 15000 coefs: (v=2.0, m=1.5)
25/02 16:03:13 INFO agents.SampleAdNetwork|Day 7: Campaign total budget bid: 4.383
25/02 16:03:13 INFO agents.SampleAdNetwork|Day 7: Adjusting ucs bid: was 0.07426791343821278 level reported: 0.9 target: 0.7 adjusted: 0.05941433075057022
25/02 16:03:13 INFO agents.SampleAdNetwork|Day 7 : Simulation Status Received
25/02 16:03:13 INFO agents.SampleAdNetwork|Day 7: Sending BidBundle
25/02 16:03:13 INFO agents.SampleAdNetwork|Day 7 ended. Starting next day
25/02 16:03:13 INFO agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.05941433075057022 Cmp ID: 90995352 Cmp Bid: 4383
25/02 16:03:13 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN)
25/02 16:03:13 INFO agents.DemandAgent|Day 7 :Got AdNetBidMessage from adv1 : UCS Bid: 0.0727865834799701 Cmp ID: 90995352 Cmp Bid: 1
25/02 16:03:13 INFO agents.DemandAgent|Day 7 :Got AdNetBidMessage from adv6 : UCS Bid: 0.0 Cmp ID: 90995352 Cmp Bid: 322
25/02 16:03:13 INFO agents.DemandAgent|Day 7 :Got AdNetBidMessage from adv3 : UCS Bid: 0.0 Cmp ID: 90995352 Cmp Bid: 329
25/02 16:03:13 INFO agents.DemandAgent|Day 7 :Got AdNetBidMessage from adv2 : UCS Bid: 0.0 Cmp ID: 90995352 Cmp Bid: 341
25/02 16:03:13 INFO agents.DemandAgent|Day 7 :Got AdNetBidMessage from adv7 : UCS Bid: 0.0 Cmp ID: 90995352 Cmp Bid: 336
25/02 16:03:13 INFO agents.DemandAgent|Day 7 :Got AdNetBidMessage from adv5 : UCS Bid: 0.0 Cmp ID: 90995352 Cmp Bid: 321
25/02 16:03:13 INFO agents.DemandAgent|Day 7 :Got AdNetBidMessage from adv4 : UCS Bid: 0.0 Cmp ID: 90995352 Cmp Bid: 331
25/02 16:03:13 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN)
25/02 16:03:13 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN)
25/02 16:03:13 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN)
